node_A_num	node_B_num	combined_score
293	421	0.299
419	1108	0.99
453	306	0.251
496	635	0.252
526	867	0.361
669	169	0.169
24	382	0.362
154	79	0.161
209	310	0.229
358	383	0.252
934	90	0.492
54	819	0.174
191	956	0.553
191	233	0.245
422	1172	0.208
422	9	0.653
428	844	0.681
923	981	0.36
990	392	0.169
1038	792	0.153
1113	246	0.407
73	944	0.212
222	490	0.184
231	555	0.264
538	230	0.261
610	406	0.237
610	422	0.344
752	841	0.157
44	521	0.298
44	541	0.23
118	633	0.864
541	1125	0.361
674	363	0.281
931	120	0.279
956	417	0.217
1117	283	0.293
1117	785	0.31
110	767	0.746
912	1129	0.313
916	597	0.904
1022	931	0.211
1154	1169	0.323
277	555	0.221
580	251	0.154
650	218	0.202
758	993	0.2
798	82	0.201
7	819	0.31
433	102	0.319
558	912	0.193
570	654	0.239
699	20	0.273
986	201	0.433
130	742	0.161
410	253	0.25
551	169	0.251
696	37	0.396
1000	836	0.187
1076	520	0.192
10	600	0.157
156	7	0.285
156	767	0.581
237	417	0.191
240	918	0.211
495	987	0.638
775	632	0.204
832	401	0.319
1067	845	0.167
23	1047	0.384
411	639	0.291
505	1137	0.238
717	653	0.256
723	378	0.999
723	298	0.205
734	462	0.228
1075	70	0.192
204	1038	0.618
477	723	0.165
477	187	0.208
545	1120	0.871
640	671	0.976
670	178	0.213
744	296	0.621
933	209	0.151
323	175	0.182
504	1053	0.231
223	902	0.241
348	121	0.212
713	213	0.231
813	255	0.287
397	595	0.378
667	1113	0.156
1052	1051	0.333
129	630	0.937
340	1175	0.294
340	859	0.745
351	15	0.334
480	554	0.214
668	552	0.241
28	1142	0.2
78	528	0.648
879	221	0.158
1006	884	0.197
1129	552	0.774
14	491	0.158
25	752	0.308
70	975	0.347
665	55	0.412
954	104	0.164
954	118	0.556
32	887	0.172
32	1133	0.898
32	641	0.936
106	972	0.161
106	223	0.296
399	684	0.317
399	696	0.199
399	599	0.867
459	344	0.188
483	575	0.182
591	290	0.464
837	630	0.413
896	991	0.614
974	870	0.164
1079	669	0.46
101	1106	0.173
189	553	0.374
334	654	0.246
334	250	0.342
367	359	0.155
527	1052	0.332
567	499	0.271
265	1057	0.317
265	900	0.344
265	757	0.15
304	1142	0.349
614	164	0.291
767	515	0.154
819	855	0.183
900	499	0.303
653	290	0.564
684	416	0.276
951	776	0.178
1101	848	0.178
1101	868	0.251
63	145	0.993
194	467	0.225
536	1025	0.806
585	1123	0.523
738	433	0.42
987	84	0.263
998	458	0.161
1031	1036	0.667
205	562	0.814
259	129	0.249
313	968	0.162
353	477	0.193
353	246	0.391
578	1069	0.294
648	500	0.197
675	1053	0.169
675	323	0.197
675	153	0.158
695	289	0.231
730	353	0.288
81	769	0.319
163	878	0.4
316	318	0.222
316	762	0.477
327	358	0.44
342	413	0.42
359	244	0.325
395	1038	0.419
895	614	0.383
895	665	0.166
1112	143	0.273
202	941	0.3
363	73	0.994
510	283	0.159
784	293	0.171
1040	956	0.17
1043	359	0.314
1135	489	0.293
599	672	0.44
749	408	0.807
749	129	0.159
1008	259	0.761
1008	1153	0.783
1014	1151	0.221
1059	162	0.382
3	976	0.475
136	389	0.279
270	534	0.164
270	433	0.837
381	244	0.153
396	118	0.469
700	174	0.999
809	165	0.392
898	333	0.363
1138	208	0.221
267	410	0.153
521	374	0.193
584	104	0.391
617	799	0.151
641	226	0.499
641	164	0.39
645	598	0.187
844	304	0.213
852	805	0.562
878	829	0.188
1083	717	0.485
9	727	0.3
207	255	0.228
216	1104	0.271
349	544	0.216
628	23	0.42
633	954	0.907
1124	187	0.368
6	816	0.158
788	794	0.255
865	884	0.257
883	555	0.234
883	81	0.454
220	773	0.339
496	983	0.519
496	591	0.172
496	882	0.899
526	833	0.17
1044	657	0.205
1054	817	0.307
45	837	0.283
154	782	0.176
157	931	0.153
209	175	0.449
450	983	0.215
803	842	0.155
803	633	0.987
252	88	0.396
364	96	0.89
422	1101	0.304
923	1155	0.95
990	972	0.177
299	955	0.8
610	512	0.188
624	593	0.212
752	176	0.275
799	1035	0.161
859	903	0.407
59	1008	0.229
315	740	0.248
848	882	0.27
950	188	0.421
972	918	0.252
121	929	0.245
405	730	0.207
405	919	0.154
405	832	0.247
778	719	
1022	1021	0.191
1046	956	0.232
100	1091	0.518
366	813	0.156
451	402	0.171
698	631	0.325
750	483	0.166
77	45	0.203
199	412	0.203
199	183	0.164
576	1046	0.648
588	1127	0.369
758	505	0.897
7	972	0.276
7	223	0.156
193	161	0.165
418	683	0.27
457	87	0.161
558	1172	0.16
558	23	0.154
558	75	0.312
699	118	0.158
711	477	0.279
416	1006	0.204
770	579	0.225
884	469	0.155
1000	288	0.196
1082	244	0.324
1169	469	0.194
1	191	0.436
1	556	0.631
240	1027	0.277
775	86	0.162
775	998	0.536
857	1112	0.963
977	457	0.383
23	865	0.274
31	285	0.434
470	164	0.315
644	748	0.293
734	906	0.175
84	729	0.337
161	271	0.284
477	1082	0.303
545	251	0.999
686	733	0.222
705	70	0.2
705	377	0.188
1058	169	0.59
441	1081	0.684
635	554	0.835
846	1033	0.944
981	327	0.656
432	1004	0.488
713	675	0.954
929	539	0.677
929	451	0.173
190	606	0.215
397	631	0.805
489	986	0.171
667	782	0.157
793	1144	0.268
1052	400	0.156
1063	4	0.27
280	856	0.937
340	1104	0.15
842	105	0.177
124	29	0.201
592	321	0.39
634	322	0.204
783	113	0.423
1018	1063	0.993
1023	193	0.206
151	358	0.165
621	124	0.404
726	568	0.499
954	148	0.626
963	749	0.336
963	183	0.357
1001	817	0.156
91	918	0.92
91	693	0.403
91	45	0.282
179	152	0.214
295	1036	0.269
309	766	0.244
341	1016	0.222
393	39	0.414
533	583	0.814
533	143	0.325
591	477	0.185
689	1172	0.222
55	855	0.255
139	131	0.9
298	1107	0.944
298	1059	0.259
517	1085	0.995
527	746	0.168
639	426	0.361
693	478	0.267
792	398	0.918
825	193	0.377
939	721	0.357
1011	207	0.202
135	452	0.208
265	442	0.233
330	1030	0.95
546	244	0.314
546	556	0.399
547	499	0.152
887	600	0.313
1080	774	0.219
1091	306	0.556
653	477	0.193
684	185	0.996
194	1044	0.32
413	169	0.197
536	375	0.966
536	980	0.309
585	999	0.156
654	727	0.175
762	873	0.292
814	1124	0.219
250	13	0.299
380	757	0.291
473	1007	0.431
608	1066	0.155
675	576	0.151
983	382	0.263
1158	881	0.156
46	877	0.625
81	209	0.314
188	1168	0.883
342	366	0.241
359	198	0.163
539	143	0.29
539	1085	0.736
873	660	0.237
895	837	0.45
943	936	0.16
1104	709	0.959
1104	264	0.155
1168	79	0.273
555	845	0.99
646	777	0.155
646	273	0.2
646	94	0.235
735	208	0.204
781	867	0.858
791	312	0.689
1134	878	0.881
1135	977	0.195
1135	238	0.345
1135	1128	0.998
82	411	0.16
437	198	0.21
472	670	0.614
708	130	0.335
1159	541	0.179
3	928	0.235
352	6	0.22
352	773	0.46
401	910	0.177
292	169	0.301
385	411	0.175
521	77	0.389
645	255	0.177
709	676	0.792
786	856	0.981
875	765	0.695
944	824	0.169
1070	750	0.151
143	239	0.344
143	1133	0.457
460	596	0.247
1124	169	0.998
140	194	0.478
145	739	0.877
165	752	0.349
183	296	0.19
333	320	0.473
915	752	0.711
917	606	0.833
1130	1132	0.999
1130	480	0.317
61	191	0.203
174	1140	0.197
871	338	0.367
54	141	0.176
54	1007	0.334
226	986	0.841
769	261	0.226
881	255	0.171
1038	1	0.346
1074	364	0.155
1123	546	0.913
1123	76	0.428
503	20	0.951
815	1113	0.322
1140	218	0.318
1140	200	0.455
2	666	0.167
2	451	0.45
44	55	0.208
59	474	0.151
315	55	0.304
400	769	0.159
543	318	0.683
702	87	0.776
729	951	0.257
797	503	0.982
931	1025	0.17
931	644	0.255
972	20	0.72
1010	1072	0.189
167	269	0.405
167	495	0.64
586	104	0.301
1153	675	0.374
133	193	0.346
162	360	0.296
343	1172	0.182
343	572	0.162
415	998	0.215
601	917	0.878
750	894	0.181
817	796	0.183
164	783	0.604
877	579	0.372
942	489	0.426
7	516	0.184
290	540	0.202
433	1042	0.936
570	328	0.226
743	442	0.214
416	452	0.31
884	585	0.183
884	1043	0.314
1095	1155	0.228
4	700	0.274
240	396	0.753
630	629	0.444
857	1155	0.535
977	752	0.168
23	343	0.163
166	547	0.904
283	889	0.28
303	733	0.422
306	882	0.461
438	178	0.275
505	929	0.158
717	1113	0.254
723	781	0.172
723	458	0.169
853	991	0.26
936	256	0.247
1075	213	0.198
686	553	0.159
1009	494	0.215
83	406	0.581
323	15	0.211
434	101	0.179
504	514	0.21
768	314	0.764
846	230	0.234
914	277	0.21
914		0.36
37	73	0.262
37	1066	0.338
99	1037	0.222
589	723	0.296
882	772	0.222
228	1104	0.208
489	50	0.176
612	987	0.975
706	298	0.192
793		0.451
793	702	0.23
1156	526	0.438
535	173	0.381
552		0.589
842	772	0.17
842	11	0.223
78	14	0.16
550	14	0.212
592	1148	0.181
795	553	0.349
847	734	0.332
879	899	0.309
925	967	0.254
14	614	0.466
14	419	0.925
365	1123	0.561
647	69	0.347
1162	21	0.486
32	389	0.32
91	734	0.239
393	20	0.177
594	167	0.221
625	944	0.217
1118	1107	0.99
55	413	0.563
55	364	0.167
119	385	0.704
131	911	0.29
152	490	0.188
185	54	0.356
185	1016	0.376
189	191	0.999
189	285	0.155
217		0.193
298	425	0.226
298	31	0.207
412	897	0.213
412	836	0.504
435	496	0.181
435	371	0.24
468	115	0.187
468	1030	0.257
517	603	0.979
678	867	0.184
792		0.211
792	495	0.228
841	50	0.173
1057	939	0.834
0		0.223
355	1130	0.223
355	19	0.265
458	298	0.59
547	851	0.902
614	541	0.366
673	88	0.42
819	1128	0.228
838	756	0.299
1080	379	0.245
1080	641	0.535
1125	493	0.174
1167	525	0.161
49	704	0.195
345	81	0.909
587		0.404
874		0.416
913	867	0.374
1016	641	0.4
41	253	0.171
403	318	0.202
403	396	0.553
738	279	0.35
755	520	0.177
995	605	0.431
998	1011	0.263
128	111	0.789
205	903	0.154
578	403	0.424
578	28	0.184
691	1120	0.807
1021	46	0.249
86	378	0.667
123	924	0.161
539	61	0.16
873	55	0.156
1136		0.436
213	418	0.163
230	91	0.201
727	368	0.287
1072	283	0.15
1134	929	0.754
1175	425	0.163
889	815	0.288
1132	44	0.199
3	964	0.183
3	822	0.242
136	534	0.313
700		0.151
584	986	0.392
584	363	0.154
606	280	0.835
641	499	0.224
645	773	0.258
666		0.151
878	801	0.291
878	602	0.584
944	519	0.376
1070	1138	0.303
42	259	0.197
159	244	0.155
248		0.163
404	15	0.936
633	516	0.642
707	1054	0.282
707	1017	0.313
763	782	0.367
1124	767	0.182
20	589	0.371
102	1019	0.188
102	868	0.455
165	720	0.46
225	454	0.23
788	624	0.287
915	947	0.989
1130	1126	0.99
1130	27	0.994
61	534	0.2
79	1176	0.327
196	468	0.97
196	1031	0.73
368	846	0.155
526		0.206
669	115	0.18
871	456	0.255
871	90	0.223
1044	364	0.27
1044	348	0.369
1054	987	0.352
24	821	0.193
24	813	0.313
197	313	0.415
818		0.274
993		0.17
226	430	0.2
252	32	0.597
638		0.194
824	1029	0.234
141	423	0.203
141	132	0.178
376	520	0.273
561	590	0.239
752		0.189
1050	556	0.175
1140	960	0.272
1140	1016	0.226
118	79	0.441
797	837	0.291
848	846	0.278
931	927	0.354
931	818	0.443
956	1079	0.162
956		0.606
972	111	0.15
121		0.395
121	1108	0.588
286	943	0.212
405	1059	0.207
661	999	0.981
811	1055	0.204
912	333	0.172
1046	97	0.554
1069	660	0.649
26	574	0.165
282	1008	0.313
343	459	0.188
366		0.337
451	916	0.185
601	585	0.859
1027	600	0.382
94	42	0.218
211	189	0.51
580	779	0.154
588	477	0.509
758	253	0.208
464	787	0.189
464	605	0.217
558	591	0.489
570	549	0.434
699	986	0.262
986	720	0.741
181	1077	0.208
416	313	0.238
446	782	0.311
600	49	0.24
770	489	0.277
1036	641	0.271
1095	790	0.312
398	994	0.175
495	957	0.557
630	467	0.317
832	803	0.264
857	519	0.292
283	803	0.294
505	143	0.506
644	759	0.208
717	10	0.181
1033		0.965
161	887	0.434
172	364	0.207
172	720	0.478
246	483	0.694
515	472	0.179
670	508	0.296
15	1066	0.185
83	877	0.166
219	226	0.207
301	421	0.235
302	604	0.176
491	140	0.987
846	910	0.4
846	1150	0.996
1172	826	0.356
96	162	0.971
262	973	0.26
262	895	0.347
344	723	0.248
583	539	0.67
713		0.15
813	721	0.518
929	645	0.215
321	341	0.309
655	1106	0.36
129	754	0.342
280	130	0.907
288	678	0.177
340	600	0.27
478	1091	0.346
480	693	0.401
664	687	0.165
1164	78	0.39
378	882	0.186
649	587	0.593
783	408	0.28
856	528	0.946
989	546	0.279
1023	517	0.166
1106	79	0.19
1129	1073	0.153
25	1137	0.2
665	1005	0.252
779		0.569
963		0.343
483	1084	0.307
483	85	0.561
101	588	0.29
185	61	0.171
185	364	0.921
298	213	0.214
412	0	0.201
693	614	0.215
693	635	0.343
1003	324	0.256
1126	1042	0.98
355	1065	0.333
547	226	0.165
887	1066	0.378
900	537	0.189
967	468	0.167
1125	918	0.284
1125	620	0.289
1125	389	0.232
684		0.66
169	1052	0.614
198	882	0.266
406	211	0.195
585	662	0.551
998	19	0.637
1107	1042	0.464
266	183	0.327
310	398	0.207
851	381	0.363
1021	1101	0.23
46	503	0.981
188	183	0.187
327		0.364
622	818	0.193
943	672	0.27
1136	505	0.351
1168	686	0.183
213	1046	0.177
555	222	0.219
579	660	0.323
642	603	0.226
777	412	0.166
1072	589	0.309
1081	644	0.29
1134	752	0.902
1152	922	0.323
249	957	0.813
407	348	0.151
474	1038	0.193
599	675	0.196
901	757	0.212
1159	514	0.297
1159	718	0.243
38	153	0.361
381	129	0.444
401	495	0.661
27	891	0.206
27	828	0.181
275	512	0.257
514	738	0.221
584	112	0.188
606	453	0.831
641	882	0.438
1048		0.343
9	122	0.26
9	7	0.569
143	1034	0.364
216	133	0.308
244	426	0.202
490	721	0.394
516	70	0.508
6	546	0.208
102	818	0.153
145		0.279
183	230	0.217
530	468	0.215
549	896	0.208
785	842	0.218
883	364	0.233
915	923	0.283
1141	1143	0.693
1166	600	0.364
61	734	0.45
79	561	0.197
419	505	0.155
419	564	0.181
871	799	0.203
903	634	0.164
910	1134	0.188
1044	207	0.291
1056	13	0.423
1110	129	0.441
45	1125	0.19
157	0	0.363
358	1023	0.221
358	791	0.265
818	863	0.282
934	1107	0.186
953	46	0.264
1144	733	0.205
238	928	0.262
364	164	0.151
422	837	0.252
761	16	0.182
1038	674	0.347
73	517	0.973
553	460	0.163
553	55	0.964
554	369	0.155
554	462	0.219
752	517	0.21
1002	199	0.15
1002	871	0.907
44	140	0.335
620	296	0.196
674	528	0.197
674	646	0.809
702	405	0.213
729	101	0.944
797	877	0.367
931	598	0.157
931	809	0.38
956	45	0.38
972	788	0.21
1010	944	0.16
1133	1150	0.99
16	1002	0.289
582	70	0.22
811	225	0.26
985	678	0.24
1046	1110	0.2
1069	32	0.972
1069	1074	0.242
100	819	0.175
269	791	0.361
282	879	0.158
374	268	0.238
817	738	0.336
976	922	0.262
164	672	0.212
199	1164	0.228
650	711	0.169
650	1091	0.173
650	507	0.196
650	663	0.333
798	18	0.335
798	507	0.339
1030	240	0.199
1030	1137	0.238
7	954	0.302
7	377	0.212
418	163	0.193
780	464	0.217
1151	189	0.234
130	340	0.257
317	508	0.495
446	399	0.507
918	402	0.207
1000	189	0.309
1082	1117	0.274
1169	434	0.19
4	901	0.27
88	1019	0.322
156	582	0.265
208		0.54
255	640	0.223
398	133	0.4
495	1022	0.17
23	169	0.299
384	483	0.199
644	735	0.304
717	79	0.304
723	259	0.366
773	1042	0.313
1075	766	0.354
670	1137	0.321
33	0	0.562
426	1168	0.232
831	1162	0.202
1172	1079	0.17
76	1158	0.182
96	1159	0.312
233	618	0.21
348	720	0.166
589	633	0.152
929	1070	0.228
228	1018	0.984
489	194	0.183
489	191	0.527
612	836	0.181
50	807	0.398
50	78	0.166
129	1044	0.289
212	15	0.186
480	393	0.194
480	38	0.764
535	851	0.203
125	64	0.282
125	894	0.21
454	201	0.167
454	578	0.273
1006	1070	0.295
1018	684	0.997
1023	185	0.17
1137	1128	0.222
153	570	0.65
153	99	0.256
365	793	0.171
456	251	0.203
456	503	0.865
647	1062	0.151
672	411	0.174
116	283	0.2
394	393	0.159
399	803	0.636
483	490	0.223
689	820	0.997
689	29	0.484
1079	57	0.241
1079	38	0.959
55	643	0.317
189	38	0.186
298	1042	0.635
567	749	0.153
792	528	0.999
1011	163	0.288
135	1010	0.313
546	496	0.426
614	193	0.998
767	78	0.15
911	9	0.236
1047	751	0.293
653	76	0.159
41	569	0.242
85	711	0.28
169	1126	0.913
528	75	0.185
585	579	0.21
762	1004	0.283
766	129	0.23
814	455	0.159
814	447	0.223
998	102	0.164
1150	355	0.173
250	96	0.983
259	765	0.184
369	977	0.167
369	854	0.201
730	844	0.42
890		0.163
1157	364	0.158
123	809	0.226
123	839	0.173
253	737	0.286
325	799	0.163
382	312	0.195
539	956	0.587
805	534	0.571
873	499	0.164
232	1144	0.159
232	873	0.194
646	583	0.418
784	674	0.302
791	794	0.195
1043	10	0.257
749	957	0.448
757	792	0.302
796	543	0.278
861	100	0.187
1008	1003	0.544
270	104	0.514
381	836	0.701
27	961	0.267
27	675	0.272
519	139	0.234
606	158	0.288
709	854	0.154
852	132	0.158
1070	580	0.252
9	374	0.21
9	1132	0.229
9	1113	0.229
159	119	0.202
467	188	0.415
516	956	0.379
520	653	0.999
20	574	0.157
785	845	0.152
865	746	0.175
915	939	0.306
1166	515	0.184
61	861	0.243
220	226	0.272
274	382	0.257
419	752	0.978
419	744	0.52
419	709	0.992
508	539	0.226
746	422	0.33
924	456	0.424
1054	12	0.209
1110	230	0.174
192	467	0.312
197	951	0.936
279	1011	0.163
358	869	0.999
417	594	0.157
818	1085	0.955
993	382	0.235
226	194	0.194
252	127	0.28
320	423	0.157
364	358	0.236
428	232	0.158
428	1010	0.259
556	346	0.209
810	1126	0.566
64	150	0.207
285	289	0.202
299	32	0.249
299	467	0.154
503	154	0.244
554	194	0.187
624	519	0.271
826	690	0.23
859	665	0.538
1050	617	0.244
541	1060	0.216
729	590	0.284
729	699	0.262
797	882	0.19
972	986	0.808
1133	1041	0.182
16	898	0.163
167	987	0.999
296	240	0.178
582	597	0.22
661	1016	0.42
816	105	0.312
1046	231	0.217
1046	223	0.201
1069	23	0.319
1153	974	0.293
100	929	0.179
282	702	0.297
374	1053	0.184
423	857	0.157
77	652	0.244
211	38	0.242
251	816	0.171
7	1123	0.718
287	768	0.258
433	551	0.349
572	69	0.176
551	767	0.227
600	783	0.191
600	1169	0.173
660	376	0.196
884	348	0.159
1131	625	0.397
29	353	0.25
208	614	0.301
495	528	0.49
775	77	0.295
31	248	0.222
306	614	0.21
375	145	0.936
384	333	0.151
717	144	0.409
30	519	0.177
172	611	0.71
544	335	0.21
686	791	0.468
705	814	0.194
716	50	0.212
1058	365	0.528
268		0.189
635	931	0.194
721	549	0.309
846	116	0.159
975	519	0.19
975	718	0.309
975	1075	0.631
1142	457	0.151
1172	770	0.81
76	431	0.338
99	707	0.397
155	755	0.212
262	960	0.21
344	546	0.302
348	366	0.178
432	575	0.177
432	246	0.3
683	1144	0.158
882	705	0.212
297	438	0.156
489	113	0.343
706	738	0.968
1063	818	0.962
129	261	0.442
379	798	0.34
535	924	0.446
75	141	0.222
78	897	0.183
392	240	0.488
590	225	0.19
634	967	0.42
649	606	0.988
795	402	0.227
879	990	0.15
1006	592	0.194
365	1107	0.731
461	1030	0.282
524	632	0.159
524	695	0.168
1001	230	0.304
1055	79	0.192
1055	1149	0.158
32	161	0.235
91	1023	0.198
114	154	0.238
179	83	0.177
341	64	0.364
483	1126	0.391
483	511	0.43
1085		0.294
1085	856	0.985
39	721	0.372
55	756	0.364
56	290	0.827
185	917	0.993
298	165	0.289
517	895	0.244
639	545	0.999
1042	23	0.221
1126	675	0.326
330	216	0.253
819	611	0.163
887	162	0.172
1080	405	0.336
1091	650	0.173
653	167	0.432
684	661	0.856
40	649	0.995
63	305	0.165
67	626	0.218
169	490	0.209
528	703	0.184
738	161	0.895
1031	739	0.152
1031	1061	0.288
1150	1156	0.237
1150	1029	0.729
205	46	0.178
205	856	0.469
250	955	0.908
695	1022	0.231
851	428	0.182
46	924	0.487
335	198	0.259
431	866	0.209
431	661	0.239
805	409	0.305
873	1061	0.184
1068	718	0.22
202	496	0.187
230	1059	0.301
642	284	0.34
646	798	0.201
646	961	0.183
437	363	0.814
474	942	0.15
571	1074	0.183
599	570	0.197
631	477	0.208
901	422	0.186
98	1138	0.171
115	389	0.932
700	381	0.37
839	702	0.261
991	226	0.326
1138	1135	0.167
292	804	0.174
354	727	0.262
385	1176	0.195
514	585	0.514
709	172	0.542
844	575	0.224
1020	717	0.354
42	667	0.174
143	957	0.273
143	106	0.486
159	485	0.306
408	1125	0.229
421	844	0.241
628	88	0.364
633	1042	0.945
633	178	0.151
707	183	0.287
1124	539	0.995
1124	666	0.822
225	266	0.248
915	156	0.458
79	699	0.214
196	914	0.931
274	1066	0.433
419	425	0.397
496	491	0.177
722	230	0.245
109	723	0.312
120	7	0.193
629	420	0.414
818	972	0.253
238	814	0.261
238	64	0.212
252	846	0.338
556	738	0.858
810	167	0.181
824	119	0.437
824	50	0.733
1123	1095	0.999
1155	419	0.983
222	539	0.528
222	374	0.17
222	381	0.169
222	480	0.174
752	703	0.177
815	319	0.273
899	821	0.211
1050	707	0.324
1050	495	0.999
59	959	0.195
59	588	0.415
118	484	0.173
725	753	0.2
931	903	0.306
931	1072	0.397
1010	193	0.239
1133	116	0.453
121	683	0.266
167	1152	0.223
661	1108	0.226
739	327	0.178
739	416	0.183
916	544	0.166
957	15	0.46
1154	808	0.172
1154	207	0.325
26	975	0.23
162	283	0.539
269	641	0.518
750	366	0.212
199	900	0.292
261	977	0.163
261	825	0.228
942	483	0.179
7	999	0.192
201	389	0.21
558	158	0.178
759	207	0.218
130	267	0.16
439	635	0.166
446	222	0.256
660	9	0.298
835	283	0.229
1000	815	0.258
1053	224	0.397
1053	882	0.15
1	861	0.825
4	729	0.183
88	127	0.213
156	162	0.527
462	194	0.253
1128	975	0.307
8	335	0.2
166	542	0.177
375	445	0.179
438	729	0.261
717	986	0.481
1033	338	0.316
1075	718	0.202
132	1042	0.185
172	521	0.213
187	252	0.166
246	1101	0.276
246	478	0.297
1058	741	0.179
323	355	0.28
426	207	0.406
676	954	0.697
676	1016	0.172
721	187	0.562
721	174	0.739
846	857	0.999
975	649	0.306
1172	775	0.173
1172	1066	0.463
155	1016	0.284
262	150	0.523
348	1015	0.417
409	783	0.369
409	555	0.453
813	24	0.313
855	541	0.209
882	955	0.177
228	815	0.27
489	68	0.151
489	1126	0.386
1156	323	0.707
1156	991	0.231
668	772	0.302
668	551	0.21
28	871	0.235
78	246	0.498
78	222	0.638
125	790	0.166
392	1168	0.199
454	252	0.323
649	250	0.994
879	595	0.644
1006	713	0.704
1018	605	0.231
171	506	0.216
665	19	0.42
790	972	0.238
790	105	0.437
836	866	0.437
902	302	0.297
1001	1157	0.274
1055	1069	0.382
91	588	0.479
116	1042	0.22
295	883	0.181
393	421	0.206
625	1128	0.349
974	544	0.203
1118	1131	0.999
55	302	0.913
68	288	0.235
101	899	0.196
189	86	0.19
217	100	0.181
298	572	0.349
567	752	0.19
792	645	0.308
792	447	0.317
870	523	0.236
1042	891	0.414
158	923	0.614
614	1016	0.176
614	70	0.999
772	956	0.155
967	358	0.836
1080	79	0.452
1125	746	0.33
324	579	0.377
587	411	0.478
40	327	0.346
85	576	0.153
169	384	0.191
563	264	0.198
563	555	0.592
585	1005	0.216
585	927	0.257
654	409	0.152
930	562	0.196
1107	835	0.312
1107	1125	0.996
205	81	0.219
310	170	0.171
380	213	0.23
578	76	0.2
643	571	0.174
691	1042	0.895
691	178	0.199
906	263	0.183
1143	1047	0.208
46	570	0.925
316	451	0.167
359	7	0.445
382	434	0.305
431	526	0.234
539	96	0.413
804		0.425
867		0.825
646	809	0.378
646	251	0.196
777	505	0.164
863	468	0.824
1072	675	0.182
1152	161	0.165
1152	1027	0.386
1152	38	0.916
472	340	0.353
474	917	0.857
573	641	0.774
599	903	0.546
757	816	0.163
764	417	0.221
796	986	0.728
1159	648	0.233
1159	425	0.862
136	587	0.155
381	873	0.194
396	365	0.396
401	704	0.181
401	594	0.294
700	553	0.338
715	462	0.15
839	87	0.266
898	6	0.18
994	125	0.36
354	446	0.605
641	1016	0.4
844	599	0.501
944	730	0.648
978	870	0.189
999	490	0.214
1025	483	0.973
9	239	0.28
143		0.284
159	15	0.241
242	797	0.187
319	654	0.938
408	40	0.202
421	560	0.258
165	1073	0.445
865	571	0.181
922	530	0.331
1130	340	0.947
1166	791	0.18
61	596	0.165
79	270	0.446
79	723	0.868
220	891	0.171
368	626	0.151
722	79	0.239
1044	96	0.27
192	242	0.313
209	803	0.24
562	1091	0.194
953	891	0.249
191	448	0.154
252	819	0.196
864	642	0.386
959	797	0.34
1038	634	0.365
1038	639	0.998
141	246	0.786
299	555	0.885
610	1085	0.155
610	832	0.697
826	804	0.295
1002	804	0.172
1012	388	
2	446	0.199
400	119	0.556
541	1129	0.203
620	382	0.204
651	473	0.468
